Column Num,Animal Id,Capture Date,Session,Survey,Study Area,Time Start,Time End,Surveyors,General Location,Map Standard,Latitude,Longitude,Zone,Easting,Northing,Spp,Obs #,Sex,Age Class,Age,Age is Estimate,Reproductive Condition,Young,Age of Young,Capture Session Label,Capture Mechanism,Capture Comments,Marking Method,Marking_Type,Marking_Manufacturer,Marking_Serial_Number,Current Mark Number,Current Mark Color,Current Mark Ear,Previous Mark Number,Previous Mark Color,Previous Mark Ear,Current Radio Frequency,Previous Radio Frequency,Mother's Id,Mother's Current Radio Frequency,Young's Id,General Marking Comments,Handling Label,Total Length,Total Length Comment,Shoulder Height,Shoulder Height Comment,Chest Girth,Chest Girth Comment,Neck Girth,Neck Girth Comment,Hind Foot Length,Hind Foot Length Comment,Hind Hoof Length,Hind Hoof Length Comment,Hind Hoof Width,Hind Hoof Width Comment,Weight,Weight Comment,Tail Length,Tail Length Comment,Front Pad Length,Front Pad Length Comment,Front Pad Width,Front Pad Width Comment,Hind Pad Length,Hind Pad Length Comment,Hind Pad Width,Hind Pad Width Comment,Right Horn Length,Right Horn Length Comment,Left Horn Length,Left Horn Length Comment,Skull Length,Skull Length Comment,Zygo Length,Zygo Length Comment,Canine Length,Canine Length Comment,Tooth Wear,Tooth Wear Comments,Vulva Condition,Vulva Condition Comments,Evidence of Nursing,Evidence of Nursing Comments,Pelage Color,Pelage Color Comments,Pelage Condition,Pelage Condition Comments,Scarring,Scarring Comments,Other Comments,Tooth Sample,Tooth Sample - Comments,Blood  Sample,Blood Sample - Comments,Fecal Sample,Fecal Sample - Comments,Parasites Sample,Parasites Sample - Comments,Hair Sample,Hair Sample - Comments,Skin Sample,Skin Sample - Comments,Other Collected Sample,Other Collected Sample - Comments,General Comments
486,G016P,2002-03-27,7,PWFWCP Goat Capture - March 2002,Ospika,Unk,Unk,,"Area 2, W side, draw",Unk,NA,NA,10,453494,6268757,M-ORAM,11,M,Adult - Young,3,Estimate,Unk,Unk,Unk,Unk,Unk,Unk,CT,VHF,Lotek,LK-MARI14-VHF,10,Orange,Right,10,Yellow,Left,150.83,,Unk,,,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,Unk
487,G018P,2002-03-27,7,PWFWCP Goat Capture - March 2002,Ospika,Unk,Unk,,"Area 2, W side, draw",Unk,NA,NA,10,453618,6270704,M-ORAM,12,M,Adult - Mature,4,Estimate,Unk,Unk,Unk,Unk,Unk,Unk,CT,VHF,Lotek,LK-MARI15-VHF,7,Yellow,Right,7,Green,Left,151.5,,Unk,,,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,Unk
488,G005P,2002-03-09,5,PWFWCP Goat Capture - March 2002,Ospika,Unk,Unk,,N. of Herchmer Pass,Unk,NA,NA,10,432142,6271904,M-ORAM,13,F,Adult - Mature,4,Estimate,Unk,Unk,Unk,Unk,Unk,Unk,CT,VHF,Lotek,LK-MARI16-VHF,16,Green,Left,NA,NA,NA,150.69,,Unk,,,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,Unk
489,G012P,2002-03-11,6,PWFWCP Goat Capture - March 2002,Ospika,Unk,Unk,,Herchmer Pass,Unk,NA,NA,10,433031,6270498,M-ORAM,14,F,Adult - Old,10,Estimate,Unk,Unk,Unk,Unk,Unk,Unk,CT,VHF,Lotek,LK-MARI17-VHF,16,Green,Left,NA,NA,NA,150.35,,Unk,,,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,Unk
490,G021P,2002-03-27,7,PWFWCP Goat Capture - March 2002,Ospika,Unk,Unk,,S. of Herchmer Pass,Unk,NA,NA,10,431217,6269804,M-ORAM,15,F,Adult - Mature,6,Estimate,Unk,Unk,Unk,Unk,Unk,Unk,CT,VHF,Lotek,LK-MARI18-VHF,51,Yellow,Left,NA,NA,NA,151.36,,Unk,,,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,Unk
491,G010P,2002-03-11,6,PWFWCP Goat Capture - March 2002,Ospika,Unk,Unk,,Herchmer Pass,Unk,NA,NA,10,427270,6269035,M-ORAM,16,M,Adult - Mature,5,Estimate,Unk,Unk,Unk,Unk,Unk,Unk,CT,VHF,Lotek,LK-MARI19-VHF,16,Red,Right,NA,NA,NA,150.68,,Unk,,,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,Unk
492,G002P,2002-03-09,5,PWFWCP Goat Capture - March 2002,Ospika,Unk,Unk,,Stevenson/Aley Ck,Unk,NA,NA,10,453282,6258834,M-ORAM,20,F,Adult - Mature,9,Estimate,Unk,Unk,Unk,Unk,Unk,Unk,CT,VHF,Lotek,LK-MARI01-VHF,17,Orange,Right,NA,NA,NA,150.65,,Unk,,,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,Unk
493,G004P,2002-03-09,5,PWFWCp Goat Capture - March 2002,Ospika,Unk,Unk,,Stevenson/Aley Ck,Unk,NA,NA,10,452670,6259212,M-ORAM,21,F,Adult - Mature,7,Estimate,Unk,Unk,Unk,Unk,Unk,Unk,CT,VHF,Lotek,LK-MARI03-VHF,7,Purple,Right,NA,NA,NA,150.94,,Unk,,,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,Unk
494,G014P,2002-03-26,7,PWFWCP Goat Capture - March 2002,Ospika,Unk,Unk,,Aley Ck S.,Unk,NA,NA,10,453190,6259763,M-ORAM,22,F,Adult - Mature,6.5,Estimate,Unk,Unk,Unk,Unk,Unk,Unk,CT,VHF,Lotek,LK-03231-VHF,9,Red,Right,9,Blue,Left,150.06,,Unk,,,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,Unk
495,G022P,2002-03-27,7,PWFWCP Goat Capture - March 2002,Ospika,Unk,Unk,,S. of Herchmer Pass,Unk,NA,NA,10,431492,6269057,M-ORAM,18,M,Adult - Mature,5.5,Estimate,Unk,Unk,Unk,Unk,Unk,Unk,CT,VHF,Lotek,LK-MARI21-VHF,55,Orange,Right,NA,NA,NA,150.96,,Unk,,,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,Unk
496,C137C,2007-03-07,5,2007 Animal Capture - Radio Collaring,Chase,Unk,Unk,"Landon Wilson, Morgan Rankin, Travis McIsaac",Chase Mountain,NAD83,NA,NA,10,359493,6268361,M-RATA,1,F,Adult - Mature,7,Actual,RE,Unk,NA,CHA07MAR,NG,None,CT,VHF,Lotek,LK-11874-VHF,No,No,No,171,Yellow,Right,150.92,151.45,C104C,,C213C,"Collar white, previous collar TS-015-EX",CHA07MAR,182,No,128,No,140,No,51,No,57,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,No,Unk,No,Unk,No,Unk,No,Good,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
497,C105C,2007-03-07,5,2007 Animal Capture - Radio Collaring,Chase,1215,1240,"Landon Wilson, Morgan Rankin, Travis McIsaac",Chase Mountain,NAD83,NA,NA,10,360387,6271578,M-RATA,2,F,Adult - Old,13-15,Estimate,RE,Unk,NA,CHA07MAR,NG,None,CT,VHF,Lotek,LK-11870-VHF,No,No,No,15,Yellow,Left,150.77,151.28,Unk,,"C194C, C207C","Collar white, previous collar TS-007-VHF",CHA07MAR,200,No,120,No,60,No,Unk,No,53,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Normal,No,Unk,No,Unk,No,Good,Collar scarring,Yes,Collar scarring,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
498,C234C,2007-03-10,5,2007 Animal Capture - Radio Collaring,Chase,Unk,Unk,"Landon Wilson, Morgan Rankin, Fraser MacDonald",Muskovite Lakes,NAD83,NA,NA,10,374652,6296380,M-RATA,8,F,Adult - Old,10-Aug,Estimate,RE,Unk,NA,CHA07MAR,NG,None,CT,VHF,Lotek,LK-11878-VHF,489,Yellow,Left,No,No,No,150.94,,Unk,,,Collar white,CHA07MAR,197,No,126,No,132,No,54,No,53,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Normal,No,NA,No,Unk,No,Good,No,No,No,Group size = 8,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size = 8
499,C085W,2007-03-10,5,2007 Animal Capture - Radio Collaring,Chase,Unk,Unk,"Landon Wilson, Greg Altoft, Morgan Rankin, Fraser MacDonald",Tenakihi Range,NAD83,NA,NA,10,371433,6229926,M-RATA,9,F,Adult - Mature,8,Actual,RE,0,NA,CHA07MAR,NG,None,CT,VHF,Lotek,LK-11860-VHF,35,Yellow,Right,146,Red,Left,150.25,151.27,C099W,150.56,C209W,"Collar white, previous collar TS-006-VHF",CHA07MAR,174,No,117,No,116,No,48,No,52,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Min,No,Slightly Swollen,No,NA,No,Unk,No,Good,No,Yes,1 on right cheek,"Group size = 2, Antlers = yes, 2 spikes",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,"Group size = 2, Antlers = yes, 2 spikes"
500,C050A,2007-03-10,5,2007 Animal Capture - Radio Collaring,Chase,Unk,Unk,"Landon Wilson, Greg Altoft, Morgan Rankin, Fraser MacDonald",Swannell Range,NAD83,NA,NA,10,333573,6278313,M-RATA,10,F,Adult - Old,14-Dec,Estimate,RE,Unk,NA,CHA07MAR,NG,None,CT,VHF,Lotek,LK-11867-VHF,498,Yellow,Left,No,No,No,150.7,148.23,Unk,,"C080C, C141C, C182C, C208C","Collar white, previous collar LK-T981103C-VHF",CHA07MAR,206,No,133,No,140,No,51,No,52,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Normal,No,NA,No,Typical,No,Good,No,No,No,"Group size = 16, Antler = yes - 2",No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group size = 16, Antler = yes - 2"
501,W040C,2007-03-09,5,2007 Animal Capture - Radio Collaring,Chase,Unk,Unk,"Landon Wilson, Morgan Rankin, Travis McIsaac, Greg Altoft",Tucha Range - N Ingenika R.,NAD83,NA,NA,10,323160,6304683,M-CALU,5,M,Adult - Mature,04-Mar,Estimate,RE,NA,NA,CHA07MAR,DA,None,CT,GPS,Lotek,LK-04078-GPS,342,Yellow,Right,No,No,No,150.78,,Unk,,,Collar black,CHA07MAR,Unk,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,Unk,No,55,No,12,No,10,No,12,No,9,No,NA,NA,NA,NA,32,No,Unk,No,30,Good condition,Min,No,NA,NA,NA,NA,Black,No,Good,No,No,No,"Group size = 2, Marked animals = NA, Antlers = NA",No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group size = 2, Marked animals = NA, Antlers = NA"
502,C233C,2007-03-08,5,2007 Animal Capture - Radio Collaring,Chase,Unk,Unk,"Landon Wilson, Morgan Rankin, Allan Carson, Greg Altoft",Chase Mountain,NAD83,NA,NA,10,392884,6262709,M-RATA,3,F,Adult - Mature,5,Estimate,RE,Unk,NA,CHA07MAR,NG,None,CT,VHF,Lotek,LK-11866-VHF,484,Yellow,Left,No,No,No,150.67,,Unk,,,Collar white,CHA07MAR,162,No,123,No,128,No,49,No,53,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Min,No,Normal,No,NA,No,Unk,No,Good,No,Yes,2 scars on back,"Group size = 17, Marked animals = Unk, Antlers = yes - both",No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group size = 17, Marked animals = Unk, Antlers = yes - both"
503,C177C,2007-03-08,5,2007 Animal Capture - Radio Collaring,Chase,Unk,Unk,"Landon Wilson, Morgan Rankin, Allan Carson, Greg Altoft",Chase Mountain,NAD83,NA,NA,10,396535,6250851,M-RATA,4,F,Adult - Mature,6,Actual,RE,1,1,CHA07MAR,NG,None,CT,VHF,Lotek,LK-11881-VHF,No,No,No,169,Yellow,Left,151.24,151.38,C119C,,,"Collar white, previous collar TS-7366-EX",CHA07MAR,159,No,105,No,116,No,39,No,48,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Normal,No,NA,No,Unk,No,Good,No,Yes,Upper neck worn from previous collar,"Group size = 13, Marked animals = Unk, Antlers = had both antlers",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,"Group size = 13, Marked animals = Unk, Antlers = had both antlers"
504,C107C,2007-03-09,5,2007 Animal Capture - Radio Collaring,Chase,Unk,Unk,"Landon Wilson, Greg Altoft, Morgan Rankin, Tasheena England",South of Helicopter Lakes,NAD83,NA,NA,10,349513,6251115,M-RATA,6,M,Adult - Old,13-Nov,Estimate,RE,NA,NA,CHA07MAR,NG,None,CT,VHF,Lotek,LK-11873-VHF,No,No,No,18,Yellow,Right,150.87,148.89,Unk,,,"Collar white, previous collar LK-T9811012C-VHF",CHA07MAR,201,No,134,No,148,No,68,No,55,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Min,No,NA,No,NA,No,Unk,No,Good,No,No,"Neck looks good, 2 slices on left ear","Group size = 3, Marked animals = Unk, Antlers = no",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,"Group size = 3, Marked animals = Unk, Antlers = no"
505,C194C,2007-03-10,5,2007 Animal Capture - Radio Collaring,Chase,Unk,Unk,"Landon Wilson, Greg Altoft, Morgan Rankin, Fraser MacDonald",Swannell Range,NAD83,NA,NA,10,334533,6278313,M-RATA,7,F,Adult - Mature,6,Actual,RE,0,NA,CHA07MAR,NG,Capture site close to avalanche area - didn't put ear tag due to hazard,CT,VHF,Lotek,LK-11868-VHF,No,No,No,No,No,No,150.75,151.36,C105C,150.77,,"Collar white, previous collar TS-7364-EX",CHA07MAR,Unk,Dangerous capture location: close to avalanche,Unk,Dangerous capture location: close to avalanche,Unk,Dangerous capture location: close to avalanche,Unk,Dangerous capture location: close to avalanche,Unk,Dangerous capture location: close to avalanche,Unk,Dangerous capture location: close to avalanche,Unk,Dangerous capture location: close to avalanche,Unk,Dangerous capture location: close to avalanche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dangerous capture location: close to avalanche,NA,NA,NA,NA,NA,NA,NA,NA,Unk,Dangerous capture location: close to avalanche,Normal,No,NA,No,Typical,No,Good,No,No,No,"Capture site close to avalanche area - didn't collect all info due to possible hazard - Group size = 16, Marked animals = unk, Antlers = yes = 2",No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Capture site close to avalanche area - didn't collect all info due to possible hazard - Group size = 16, Marked animals = unk, Antlers = yes = 2"
506,C237W,2007-03-24,6,2007 Animal Capture - Radio Collaring,Wolverine,1412,1445,"Greg Altoft, Brad Culling, Scott McNay, Kayla McNay",North Nina,NAD83,NA,NA,10,378514,6219731,M-RATA,5,F,Adult - Young,3,Estimate,PR,Unk,NA,WOL07MAR,NG,None,CT,VHF,Lotek,LK-11880-VHF,472,Yellow,Right,No,No,No,150.2,,Unk,,,Collar white,WOL07MAR,205,No,123,No,126,No,46,No,58,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Min,No,Unk,No,Unk,No,Unk,No,Good,No,No,No,"Group size = 10, Marked animal = Unk, Antlers = Unk",No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group size = 10, Marked animal = Unk, Antlers = Unk"
507,C165W,2007-03-24,6,2007 Animal Capture - Radio Collaring,Wolverine,1150,1205,"Greg Altoft, Brad Culling, Scott McNay, Kayla McNay",South Wolverine Mountains,NAD83,NA,NA,10,418648,6184450,M-RATA,1,F,Adult - Old,13,Estimate,PR,1,1,WOL07MAR,NG,None,CT,VHF,Lotek,LK-11882-VHF,No,No,No,322,Yellow,Right,151.29,150.09,Unk,,C186W,"Collar white, previous collar LK-0008307-VHF",WOL07MAR,211,No,123,No,134,No,52,No,60,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heavy,No,Unk,No,Unk,No,Unk,No,Good,No,No,No neck wear,"Group size = 4 - she had a calf (2 cows, 2 calves)",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,"Group size = 4 - she had a calf (2 cows, 2 calves)"
508,C242W,2007-03-24,6,2007 Animal Capture - Radio Collaring,Wolverine,1210,1220,"Greg Altoft, Brad Culling, Scott McNay, Kayla McNay",South Wolverines,NAD83,NA,NA,10,419366,6184784,M-RATA,2,F,Adult - Young,3,Estimate,PR,1,1,WOL07MAR,NG,None,CT,VHF,Lotek,LK-11875-VHF,487,Yellow,Left,No,No,No,150.93,,Unk,,,Collar white,WOL07MAR,211,No,130,No,123,No,50,No,60,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Min,3-4 years old,Unk,No,Unk,No,Unk,No,Good,No,No,No,"Group Size = 18, had a calf following her",No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group Size = 18, had a calf following her"
509,C241W,2007-03-24,6,2007 Animal Capture - Radio Collaring,Wolverine,1240,1301,"Greg Altoft, Brad Culling, Scott McNay, Kayla McNay",North Wolverine Range,NAD83,NA,NA,10,411876,6205203,M-RATA,3,F,Adult - Old,10,Estimate,PR,1,1,WOL07MAR,NG,None,CT,VHF,Lotek,LK-11862-VHF,473,Yellow,Left,No,No,No,150.35,,Unk,,,Collar white,WOL07MAR,227,No,130,No,134,No,53,No,60,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,No,Unk,No,Unk,No,Unk,No,Good,No,No,No,"Group size: 6 - 3 female adults, 1 male adult, 2 calves - 150.350 had a calf with her",No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group size: 6 - 3 female adults, 1 male adult, 2 calves - 150.350 had a calf with her"
510,C238W,2007-03-24,6,2007 Animal Capture - Radio Collaring,Wolverine,1330,1405,"Greg Altoft, Brad Culling, Scott McNay, Kayla McNay",Nina,NAD83,NA,NA,10,390501,6193680,M-RATA,4,F,Adult - Mature,4,Estimate,RE,1,1,WOL07MAR,NG,None,CT,VHF,Lotek,LK-11877-VHF,461,Yellow,Right,No,No,No,150.99,,Unk,,,Collar white,WOL07MAR,211,No,116,No,122,No,47,No,58,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Min,No,Unk,No,Unk,No,Unk,No,Good,No,No,No,"Group Size: 3 - Bull, Cow, and calf",No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group Size: 3 - Bull, Cow, and calf"
511,C240W,2007-03-24,6,2007 Animal Capture - Radio Collaring,Wolverine,1545,1615,"Greg Altoft, Brad Culling, Scott McNay, Kayla McNay",South Germansen Range,NAD83,NA,NA,10,380319,6161014,M-RATA,6,F,Adult - Young,3,Estimate,PR,Unk,NA,WOL07MAR,NG,None,CT,VHF,Lotek,LK-02505-VHF,478,Yellow,Right,No,No,No,148.73,,Unk,,,"Collar previously in the field for ~1 year, collar black",WOL07MAR,196,No,111,No,120,No,48,No,59,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Min,3 years old,Unk,No,Unk,No,Unk,No,Good,No,No,No,Group size: 8,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size: 8
512,C239W,2007-03-24,6,2007 Animal Capture - Radio Collaring,Wolverine,1630,1645,"Greg Altoft, Brad Culling, Scott McNay, Kayla McNay",South Germansen Range,NAD83,NA,NA,10,379787,6161893,M-RATA,7,F,Adult - Old,8,Estimate,RE,Unk,NA,WOL07MAR,NG,None,CT,VHF,Lotek,LK-T9811011C-VHF,337,Yellow,Left,No,No,No,148.88,,Unk,,,"Collar previously in field for ~2 years, red with white extended belt",WOL07MAR,222,No,132,No,132,No,56,No,61,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mod,8-10 years old,Unk,No,Unk,No,Unk,No,Good,No,No,No,"Group size: 5 cows, marked animals: one other had collar - yes, but unk.",No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group size: 5 cows, marked animals: one other had collar - yes, but unk."
513,W043W,2007-03-24,6,2007 Animal Capture - Radio Collaring,Wolverine,1745,1815,"Scott McNay, Brad Culling, Kayla McNay, Greg Altoft",Twenty Mile Creek,NAD83,NA,NA,10,348785,6182219,M-CALU,8,F,Adult - Young,03-Feb,Estimate,RE,Unk,Unk,WOL07MAR,DA,None,CT,GPS,Lotek,LK-04077-GPS,210,Yellow,Right,No,No,No,150.28,,Unk,,,Collar black,WOL07MAR,175,No,Unk,No,68,No,42,No,NA,NA,NA,NA,NA,NA,Unk,No,44,No,Unk,No,Unk,No,26,No,Unk,No,NA,NA,NA,NA,29,No,Unk,No,22,left and 22 right,Min,2-3 years female,Normal,No,Unk,No,Black,Black/Brown,Unk,No,No,Bite her lip while being captured,Group size: 4+,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size: 4+
514,C013W,2007-03-14,6,2007 Animal Capture - Radio Collaring,Wolverine,Unk,Unk,"Brad Culling, Morgan Rankin, Greg Altoft, Greg Blackburn",Wolverine Mountains,NAD83,NA,NA,10,413650,6201045,M-RATA,1,F,Adult - Old,17-Dec,Estimate,RE,Unk,NA,WOL07MAR,NG,None,CT,VHF,Lotek,LK-11879-VHF,No,No,No,150,Blue,Left,150.12,150.17,Unk,,C121W,"Collar white, previous collar Loteck VHF LK-8313-VHF",WOL07MAR,225,No,120,No,134,No,48,No,62,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heavy,No,Normal,No,NA,No,Typical,No,Good,No,No,No,"Group size: 2, Marked animal: No, Antlers: yes",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,"Group size: 2, Marked animal: No, Antlers: yes"
